id,sex,age,edu,geo2,w
1840,2,5,1,Nordrhein-Westfalen,1.4447156417457505
1841,1,1,0,Nordrhein-Westfalen,1.455456871139073
1842,1,1,0,Baden-Württemberg,1.430437910663729
1844,1,4,0,HBHHSHNS,1.6404551592704457
1845,1,3,1,HBHHSHNS,0.31057878225346247
1846,1,4,1,RPSLHE,0.4736896754069664
1850,1,4,1,Nordrhein-Westfalen,0.490729535866323
1852,1,1,1,HBHHSHNS,0.23543800530456288
1855,2,4,1,RPSLHE,0.5320604086025341
1856,1,5,1,MVBB,1.3558022715197509
1859,1,3,1,RPSLHE,0.3464965156501962
1860,1,4,1,RPSLHE,0.4736896754069664
1861,1,1,0,RPSLHE,1.417134539329714
1862,1,3,1,Nordrhein-Westfalen,0.27940924444387544
1863,1,5,1,Nordrhein-Westfalen,1.2060816028303516
1864,1,4,1,HBHHSHNS,0.39610843373716254
1865,1,4,1,HBHHSHNS,0.39610843373716254
1866,1,4,1,Baden-Württemberg,0.5412145164533009
1867,1,4,1,Bayern,0.22421157024559785
1868,1,3,1,Baden-Württemberg,0.3311586714904999
1870,2,4,0,Baden-Württemberg,3.5102075358041405
1871,2,3,1,Baden-Württemberg,0.682307490956624
1872,2,4,1,THSTSN,0.5732043935324015
1874,2,1,0,HBHHSHNS,1.603430077404796
1875,1,5,1,RPSLHE,1.7904895395326654
1876,1,4,1,THSTSN,0.38058207520844134
1877,1,1,0,HBHHSHNS,0.9822469782417969
1878,1,3,1,Baden-Württemberg,0.3311586714904999
1879,2,1,1,Baden-Württemberg,0.5471312156761556
1880,1,4,0,Nordrhein-Westfalen,2.2048953206354
1881,1,1,1,Nordrhein-Westfalen,0.2771594920820162
1882,1,3,1,Bayern,0.25327032544608247
1884,1,4,0,HBHHSHNS,1.6404551592704457
1885,1,5,0,HBHHSHNS,6.644373098619728
1887,1,1,0,Bayern,0.7630428683993563
1888,1,3,0,Nordrhein-Westfalen,1.7042852518259892
1889,1,3,1,Baden-Württemberg,0.3311586714904999
1892,2,4,0,THSTSN,2.34530667145003
1893,1,3,0,Nordrhein-Westfalen,1.7042852518259892
1894,1,1,0,HBHHSHNS,0.9822469782417969
1896,1,4,1,Baden-Württemberg,0.5412145164533009
1899,1,3,1,Nordrhein-Westfalen,0.27940924444387544
1900,2,4,1,Bayern,0.24423376662118426
1902,1,4,1,Bayern,0.22421157024559785
1903,1,4,0,Nordrhein-Westfalen,2.2048953206354
1906,1,3,1,Nordrhein-Westfalen,0.27940924444387544
1907,2,4,1,RPSLHE,0.5320604086025341
1908,1,1,1,MVBB,0.1912077828755293
1909,1,4,1,Nordrhein-Westfalen,0.490729535866323
1910,1,4,0,HBHHSHNS,1.6404551592704457
1911,1,1,1,HBHHSHNS,0.23543800530456288
1912,1,3,1,Bayern,0.25327032544608247
1913,1,3,0,Bayern,1.3243987511555828
1914,2,4,1,Berlin,0.34970384729577364
1915,1,3,1,Bayern,0.25327032544608247
1916,2,4,1,Bayern,0.24423376662118426
1918,1,4,1,Baden-Württemberg,0.5412145164533009
1919,2,4,1,Nordrhein-Westfalen,0.6274993277383306
1920,1,4,0,Bayern,1.304224702882832
1922,1,4,1,Nordrhein-Westfalen,0.490729535866323
1923,1,4,1,Nordrhein-Westfalen,0.490729535866323
1924,1,3,1,HBHHSHNS,0.31057878225346247
1926,1,3,1,Bayern,0.25327032544608247
1927,2,3,1,RPSLHE,0.5796615792310356
1930,1,3,1,Baden-Württemberg,0.3311586714904999
1931,2,1,1,Nordrhein-Westfalen,0.5862917188845741
1932,2,4,0,HBHHSHNS,2.5410498671013015
1933,2,3,1,Nordrhein-Westfalen,0.6566195985763772
1934,1,4,1,Bayern,0.22421157024559785
1936,1,3,1,Baden-Württemberg,0.3311586714904999
1937,1,5,0,Nordrhein-Westfalen,8.310287457494619
1939,1,4,1,Bayern,0.22421157024559785
1940,1,3,1,THSTSN,0.2339147486365962
1941,2,4,1,Nordrhein-Westfalen,0.6274993277383306
1942,2,4,1,RPSLHE,0.5320604086025341
1943,1,3,0,RPSLHE,1.772499631587075
1944,2,4,1,Nordrhein-Westfalen,0.6274993277383306
1946,1,4,0,Bayern,1.304224702882832
1947,2,1,0,RPSLHE,2.2142876941539016
1948,1,3,1,RPSLHE,0.3464965156501962
1949,1,1,0,THSTSN,1.1522766131451354
1950,1,4,1,Nordrhein-Westfalen,0.490729535866323
1952,1,4,1,Nordrhein-Westfalen,0.490729535866323
1953,1,4,0,Baden-Württemberg,2.790222044021058
1954,1,3,1,Berlin,0.16318181073267798
1955,1,1,1,Nordrhein-Westfalen,0.2771594920820162
1956,1,1,0,Berlin,0.8596856744110565
1957,1,1,0,Nordrhein-Westfalen,1.455456871139073
1958,2,5,0,Nordrhein-Westfalen,19.3839381066106
1959,1,4,1,Baden-Württemberg,0.5412145164533009
1960,2,4,1,RPSLHE,0.5320604086025341
1961,2,5,0,Baden-Württemberg,15.689319021593658
1963,1,5,1,Bayern,0.40976557576575867
1964,1,4,0,Bayern,1.304224702882832
1965,1,3,1,RPSLHE,0.3464965156501962
1966,1,4,1,Berlin,0.1821297064423889
1967,1,4,1,HBHHSHNS,0.39610843373716254
1969,2,5,1,HBHHSHNS,1.2243733868191156
1970,1,1,1,Nordrhein-Westfalen,0.2771594920820162
1971,2,5,0,Baden-Württemberg,15.689319021593658
1974,1,3,1,MVBB,0.299873153525749
1975,2,4,1,Bayern,0.24423376662118426
1976,1,1,1,RPSLHE,0.3191260325522322
1977,1,3,0,RPSLHE,1.772499631587075
1978,1,4,1,Baden-Württemberg,0.5412145164533009
1979,1,4,1,HBHHSHNS,0.39610843373716254
1980,1,1,1,Bayern,0.21229423648516815
1981,1,4,1,Baden-Württemberg,0.5412145164533009
1984,1,3,0,Baden-Württemberg,1.6626195702740991
1985,1,5,1,MVBB,1.3558022715197509
1986,1,4,1,Berlin,0.1821297064423889
1988,1,1,0,Baden-Württemberg,1.430437910663729
1990,1,4,1,THSTSN,0.38058207520844134
1991,2,4,1,RPSLHE,0.5320604086025341
1992,1,1,1,RPSLHE,0.3191260325522322
1993,1,3,0,Berlin,0.9179651102048781
1997,1,4,0,Berlin,1.3862103097031517
1998,2,4,1,Baden-Württemberg,0.5812453928287536
1999,1,1,0,Bayern,0.7630428683993563
2000,1,1,1,RPSLHE,0.3191260325522322
2001,1,1,0,Nordrhein-Westfalen,1.455456871139073
2002,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2003,1,1,1,HBHHSHNS,0.23543800530456288
2004,1,1,0,HBHHSHNS,0.9822469782417969
2005,1,4,1,Nordrhein-Westfalen,0.490729535866323
2006,1,1,1,Berlin,0.15587707283277444
2007,1,4,1,Berlin,0.1821297064423889
2008,1,3,1,Bayern,0.25327032544608247
2009,2,4,1,Nordrhein-Westfalen,0.6274993277383306
2011,2,4,1,Baden-Württemberg,0.5812453928287536
2012,1,4,0,Nordrhein-Westfalen,2.2048953206354
2013,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2014,1,3,0,Baden-Württemberg,1.6626195702740991
2015,2,4,0,Berlin,1.9946800612068458
2016,2,4,0,HBHHSHNS,2.5410498671013015
2017,1,4,1,HBHHSHNS,0.39610843373716254
2018,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2019,2,5,1,Berlin,1.3898066857672402
2022,1,4,1,RPSLHE,0.4736896754069664
2023,2,5,1,MVBB,2.285979753496236
2024,1,4,1,Berlin,0.1821297064423889
2028,2,4,1,RPSLHE,0.5320604086025341
2029,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2031,2,4,1,Bayern,0.24423376662118426
2032,2,3,0,Nordrhein-Westfalen,3.1189950903552006
2033,1,1,0,Nordrhein-Westfalen,1.455456871139073
2034,2,3,1,Berlin,0.3605812619359924
2035,2,1,1,Baden-Württemberg,0.5471312156761556
2037,1,3,1,THSTSN,0.2339147486365962
2038,1,1,1,Baden-Württemberg,0.303950998023234
2039,1,4,1,Bayern,0.22421157024559785
2041,1,4,1,Baden-Württemberg,0.5412145164533009
2044,2,3,0,THSTSN,1.7555177639987325
2045,1,1,0,Baden-Württemberg,1.430437910663729
2046,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2047,1,5,1,Nordrhein-Westfalen,1.2060816028303516
2048,1,4,0,Bayern,1.304224702882832
2049,1,5,1,HBHHSHNS,1.2694622807569547
2050,2,3,1,HBHHSHNS,0.5226429554371789
2051,2,1,1,Baden-Württemberg,0.5471312156761556
2054,1,4,0,Bayern,1.304224702882832
2055,1,1,1,Berlin,0.15587707283277444
2056,1,3,1,Bayern,0.25327032544608247
2057,1,1,1,Bayern,0.21229423648516815
2058,2,4,0,RPSLHE,3.175306482871702
2059,2,1,1,Nordrhein-Westfalen,0.5862917188845741
2060,2,4,1,Bayern,0.24423376662118426
2061,2,4,1,HBHHSHNS,0.59335422642501
2062,2,3,1,Bayern,0.40266567717575724
2063,2,4,1,RPSLHE,0.5320604086025341
2064,2,4,1,Nordrhein-Westfalen,0.6274993277383306
2065,1,4,1,Baden-Württemberg,0.5412145164533009
2066,1,5,1,Nordrhein-Westfalen,1.2060816028303516
2067,1,4,1,MVBB,0.41333231763074496
2068,1,1,1,Berlin,0.15587707283277444
2069,1,3,1,Berlin,0.16318181073267798
2070,2,4,1,Berlin,0.34970384729577364
2071,1,3,0,Baden-Württemberg,1.6626195702740991
2072,2,4,0,Baden-Württemberg,3.5102075358041405
2073,1,4,1,Nordrhein-Westfalen,0.490729535866323
2075,1,4,1,HBHHSHNS,0.39610843373716254
2076,1,3,0,Baden-Württemberg,1.6626195702740991
2078,1,3,1,RPSLHE,0.3464965156501962
2079,1,4,1,HBHHSHNS,0.39610843373716254
2080,1,4,0,RPSLHE,2.4670497589644014
2082,2,4,1,Bayern,0.24423376662118426
2083,1,4,0,Berlin,1.3862103097031517
2084,1,4,1,Nordrhein-Westfalen,0.490729535866323
2086,1,1,0,HBHHSHNS,0.9822469782417969
2087,1,1,1,Bayern,0.21229423648516815
2089,1,3,1,HBHHSHNS,0.31057878225346247
2090,2,5,1,THSTSN,3.2158345218082194
2092,1,3,1,RPSLHE,0.3464965156501962
2093,1,1,1,Bayern,0.21229423648516815
2095,1,3,1,Berlin,0.16318181073267798
2096,1,4,1,HBHHSHNS,0.39610843373716254
2097,1,3,1,Berlin,0.16318181073267798
2098,1,3,1,Baden-Württemberg,0.3311586714904999
2100,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2101,1,1,0,Baden-Württemberg,1.430437910663729
2102,1,4,1,THSTSN,0.38058207520844134
2103,2,4,1,Nordrhein-Westfalen,0.6274993277383306
2104,2,3,1,RPSLHE,0.5796615792310356
2106,2,3,1,HBHHSHNS,0.5226429554371789
2107,2,5,1,Nordrhein-Westfalen,1.4447156417457505
2108,1,4,1,HBHHSHNS,0.39610843373716254
2109,1,4,0,Nordrhein-Westfalen,2.2048953206354
2112,1,4,1,Bayern,0.22421157024559785
2113,1,4,1,Nordrhein-Westfalen,0.490729535866323
2114,1,1,1,Baden-Württemberg,0.303950998023234
2115,2,5,0,RPSLHE,13.190732737254768
2116,1,3,1,Bayern,0.25327032544608247
2117,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2118,1,4,0,RPSLHE,2.4670497589644014
2119,2,4,1,Berlin,0.34970384729577364
2120,1,4,1,HBHHSHNS,0.39610843373716254
2121,1,4,1,HBHHSHNS,0.39610843373716254
2122,2,4,1,RPSLHE,0.5320604086025341
2123,2,1,0,HBHHSHNS,1.603430077404796
2125,1,1,0,THSTSN,1.1522766131451354
2127,1,1,1,MVBB,0.1912077828755293
2128,1,4,1,Bayern,0.22421157024559785
2129,1,3,1,RPSLHE,0.3464965156501962
2130,1,1,0,Berlin,0.8596856744110565
2131,1,4,1,THSTSN,0.38058207520844134
2133,1,4,1,Nordrhein-Westfalen,0.490729535866323
2134,1,3,1,Bayern,0.25327032544608247
2135,1,1,0,Berlin,0.8596856744110565
2136,1,4,0,RPSLHE,2.4670497589644014
2137,2,4,1,Baden-Württemberg,0.5812453928287536
2138,1,4,1,Bayern,0.22421157024559785
2139,1,4,0,Bayern,1.304224702882832
2141,1,4,1,Berlin,0.1821297064423889
2142,1,3,1,RPSLHE,0.3464965156501962
2143,1,1,0,RPSLHE,1.417134539329714
2144,1,5,1,HBHHSHNS,1.2694622807569547
2146,2,4,1,Berlin,0.34970384729577364
2148,1,4,1,THSTSN,0.38058207520844134
2150,1,1,1,THSTSN,0.1746858452453663
2151,1,4,0,MVBB,2.1452101705577786
2152,1,1,0,Nordrhein-Westfalen,1.455456871139073
2153,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2154,1,4,1,RPSLHE,0.4736896754069664
2155,1,3,1,Baden-Württemberg,0.3311586714904999
2156,1,1,1,Bayern,0.21229423648516815
2158,1,4,0,Bayern,1.304224702882832
2159,1,4,1,THSTSN,0.38058207520844134
2161,1,1,0,THSTSN,1.1522766131451354
2163,1,5,1,Bayern,0.40976557576575867
2164,1,4,1,RPSLHE,0.4736896754069664
2165,1,1,0,THSTSN,1.1522766131451354
2166,2,4,0,HBHHSHNS,2.5410498671013015
2167,1,3,1,RPSLHE,0.3464965156501962
2168,1,1,0,Bayern,0.7630428683993563
2169,2,4,1,Berlin,0.34970384729577364
2171,1,1,1,Baden-Württemberg,0.303950998023234
2172,1,3,1,Berlin,0.16318181073267798
2173,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2174,1,1,1,Berlin,0.15587707283277444
2175,1,3,1,Baden-Württemberg,0.3311586714904999
2177,2,4,0,Baden-Württemberg,3.5102075358041405
2178,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2179,1,4,0,Bayern,1.304224702882832
2180,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2181,1,3,1,Bayern,0.25327032544608247
2183,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2184,1,1,0,Nordrhein-Westfalen,1.455456871139073
2185,1,3,1,Berlin,0.16318181073267798
2186,2,4,1,Bayern,0.24423376662118426
2187,1,4,1,Bayern,0.22421157024559785
2189,1,3,1,Baden-Württemberg,0.3311586714904999
2190,1,3,1,HBHHSHNS,0.31057878225346247
2191,1,3,0,MVBB,1.6996817736985037
2192,1,1,1,RPSLHE,0.3191260325522322
2194,1,3,0,Bayern,1.3243987511555828
2195,1,5,1,Nordrhein-Westfalen,1.2060816028303516
2197,1,4,0,Bayern,1.304224702882832
2199,1,3,0,THSTSN,1.3445915331281455
2200,1,4,0,Nordrhein-Westfalen,2.2048953206354
2201,1,1,0,Baden-Württemberg,1.430437910663729
2202,2,3,1,RPSLHE,0.5796615792310356
2203,1,4,1,Bayern,0.22421157024559785
2205,1,4,1,Bayern,0.22421157024559785
2206,1,4,1,HBHHSHNS,0.39610843373716254
2209,1,3,0,HBHHSHNS,1.253068132892974
2210,1,1,1,HBHHSHNS,0.23543800530456288
2211,1,4,1,Bayern,0.22421157024559785
2212,1,4,1,Bayern,0.22421157024559785
2214,1,1,1,HBHHSHNS,0.23543800530456288
2215,1,4,1,Nordrhein-Westfalen,0.490729535866323
2216,1,1,0,RPSLHE,1.417134539329714
2218,2,4,1,Baden-Württemberg,0.5812453928287536
2220,2,3,1,RPSLHE,0.5796615792310356
2222,2,3,1,Berlin,0.3605812619359924
2223,1,4,1,Berlin,0.1821297064423889
2224,1,1,1,Berlin,0.15587707283277444
2226,2,3,1,Nordrhein-Westfalen,0.6566195985763772
2228,1,4,1,HBHHSHNS,0.39610843373716254
2229,1,1,0,HBHHSHNS,0.9822469782417969
2230,1,4,1,Baden-Württemberg,0.5412145164533009
2231,2,4,0,Berlin,1.9946800612068458
2232,2,3,1,Baden-Württemberg,0.682307490956624
2234,1,1,0,Bayern,0.7630428683993563
2235,1,3,1,HBHHSHNS,0.31057878225346247
2236,2,1,1,Bayern,0.4035281215104976
2237,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2240,1,1,0,Bayern,0.7630428683993563
2241,1,3,0,THSTSN,1.3445915331281455
2243,1,1,0,Bayern,0.7630428683993563
2244,1,1,1,Bayern,0.21229423648516815
2245,1,3,0,Nordrhein-Westfalen,1.7042852518259892
2246,1,4,0,Berlin,1.3862103097031517
2247,1,1,1,HBHHSHNS,0.23543800530456288
2248,1,4,0,RPSLHE,2.4670497589644014
2249,1,4,1,RPSLHE,0.4736896754069664
2250,1,4,0,Nordrhein-Westfalen,2.2048953206354
2251,2,4,1,RPSLHE,0.5320604086025341
2253,1,3,1,Berlin,0.16318181073267798
2254,1,3,0,Bayern,1.3243987511555828
2256,1,4,1,Berlin,0.1821297064423889
2257,2,4,1,THSTSN,0.5732043935324015
2258,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2259,1,1,1,Bayern,0.21229423648516815
2260,1,1,1,Bayern,0.21229423648516815
2261,1,3,1,Berlin,0.16318181073267798
2262,1,4,0,Nordrhein-Westfalen,2.2048953206354
2264,1,1,0,Nordrhein-Westfalen,1.455456871139073
2265,1,1,0,HBHHSHNS,0.9822469782417969
2266,1,4,1,Berlin,0.1821297064423889
2267,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2268,2,1,1,Nordrhein-Westfalen,0.5862917188845741
2269,1,1,0,MVBB,1.255963475830347
2271,2,3,1,Bayern,0.40266567717575724
2274,1,4,1,Nordrhein-Westfalen,0.490729535866323
2276,1,4,1,Berlin,0.1821297064423889
2277,1,3,1,RPSLHE,0.3464965156501962
2278,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2279,1,3,1,RPSLHE,0.3464965156501962
2281,2,3,1,Nordrhein-Westfalen,0.6566195985763772
2282,1,4,1,HBHHSHNS,0.39610843373716254
2286,2,4,0,Baden-Württemberg,3.5102075358041405
2287,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2288,1,3,0,Bayern,1.3243987511555828
2289,1,1,0,Nordrhein-Westfalen,1.455456871139073
2290,1,1,1,Berlin,0.15587707283277444
2292,1,3,1,Bayern,0.25327032544608247
2293,1,4,1,HBHHSHNS,0.39610843373716254
2294,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2295,1,3,0,Bayern,1.3243987511555828
2296,1,4,1,Bayern,0.22421157024559785
2298,1,1,1,Bayern,0.21229423648516815
2299,1,1,1,Baden-Württemberg,0.303950998023234
2300,2,4,1,Baden-Württemberg,0.5812453928287536
2303,2,4,1,HBHHSHNS,0.59335422642501
2304,1,1,0,HBHHSHNS,0.9822469782417969
2305,1,4,0,Bayern,1.304224702882832
2306,1,4,1,Berlin,0.1821297064423889
2307,1,3,1,HBHHSHNS,0.31057878225346247
2308,1,3,0,RPSLHE,1.772499631587075
2309,1,3,1,Bayern,0.25327032544608247
2310,1,1,1,Berlin,0.15587707283277444
2311,1,3,0,Berlin,0.9179651102048781
2313,1,4,1,RPSLHE,0.4736896754069664
2314,1,1,1,HBHHSHNS,0.23543800530456288
2315,1,4,1,Bayern,0.22421157024559785
2316,2,4,1,RPSLHE,0.5320604086025341
2317,1,4,1,Nordrhein-Westfalen,0.490729535866323
2318,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2320,1,4,1,Bayern,0.22421157024559785
2321,2,1,1,Berlin,0.31123668005347876
2325,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2329,1,1,1,Bayern,0.21229423648516815
2330,1,1,1,Bayern,0.21229423648516815
2333,2,3,1,MVBB,0.46094623571435517
2334,1,3,0,THSTSN,1.3445915331281455
2335,1,3,1,Berlin,0.16318181073267798
2336,1,5,0,HBHHSHNS,6.644373098619728
2338,1,3,1,Baden-Württemberg,0.3311586714904999
2339,1,3,1,Berlin,0.16318181073267798
2340,1,1,0,RPSLHE,1.417134539329714
2343,1,3,1,Berlin,0.16318181073267798
2345,1,3,1,RPSLHE,0.3464965156501962
2346,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2347,1,1,1,HBHHSHNS,0.23543800530456288
2348,2,4,1,Bayern,0.24423376662118426
2349,1,4,1,THSTSN,0.38058207520844134
2350,1,4,0,Nordrhein-Westfalen,2.2048953206354
2351,1,1,1,Bayern,0.21229423648516815
2353,1,3,0,HBHHSHNS,1.253068132892974
2354,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2355,2,1,1,Bayern,0.4035281215104976
2356,2,4,1,Nordrhein-Westfalen,0.6274993277383306
2357,1,1,1,HBHHSHNS,0.23543800530456288
2358,2,4,0,Berlin,1.9946800612068458
2360,2,4,0,Nordrhein-Westfalen,3.3276170661351263
2362,1,1,0,RPSLHE,1.417134539329714
2364,1,3,1,Berlin,0.16318181073267798
2365,1,5,0,Bayern,1.8001263386248463
2366,1,3,1,Bayern,0.25327032544608247
2368,1,1,1,Bayern,0.21229423648516815
2369,1,4,1,Bayern,0.22421157024559785
2370,1,4,1,Bayern,0.22421157024559785
2372,1,1,0,Bayern,0.7630428683993563
2375,1,3,1,HBHHSHNS,0.31057878225346247
2376,1,4,1,Berlin,0.1821297064423889
2378,1,5,1,Baden-Württemberg,1.3165526686342228
2380,1,1,1,Bayern,0.21229423648516815
2381,1,4,1,THSTSN,0.38058207520844134
2383,1,1,1,HBHHSHNS,0.23543800530456288
2385,1,1,0,HBHHSHNS,0.9822469782417969
2387,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2388,1,1,0,Nordrhein-Westfalen,1.455456871139073
2389,2,4,1,HBHHSHNS,0.59335422642501
2390,1,3,0,Berlin,0.9179651102048781
2391,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2394,1,4,1,Baden-Württemberg,0.5412145164533009
2395,1,4,1,Nordrhein-Westfalen,0.490729535866323
2396,1,4,1,RPSLHE,0.4736896754069664
2397,1,4,1,Berlin,0.1821297064423889
2398,2,5,0,Bayern,4.821421454168228
2399,1,4,1,HBHHSHNS,0.39610843373716254
2400,2,4,0,Nordrhein-Westfalen,3.3276170661351263
2401,1,3,1,Baden-Württemberg,0.3311586714904999
2402,1,1,0,RPSLHE,1.417134539329714
2403,1,4,1,Bayern,0.22421157024559785
2404,1,3,1,Berlin,0.16318181073267798
2405,2,3,1,Baden-Württemberg,0.682307490956624
2409,1,4,1,HBHHSHNS,0.39610843373716254
2410,2,1,0,Nordrhein-Westfalen,2.660033867403492
2411,1,1,1,HBHHSHNS,0.23543800530456288
2414,1,1,1,HBHHSHNS,0.23543800530456288
2415,1,4,1,Bayern,0.22421157024559785
2417,1,4,0,Berlin,1.3862103097031517
2418,1,4,1,Berlin,0.1821297064423889
2419,1,4,1,RPSLHE,0.4736896754069664
2421,1,1,1,MVBB,0.1912077828755293
2422,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2424,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2426,1,4,1,Bayern,0.22421157024559785
2429,1,3,1,Berlin,0.16318181073267798
2430,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2431,1,1,1,Baden-Württemberg,0.303950998023234
2434,1,4,0,Bayern,1.304224702882832
2435,2,4,1,RPSLHE,0.5320604086025341
2437,1,5,1,Nordrhein-Westfalen,1.2060816028303516
2438,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2439,2,3,0,HBHHSHNS,2.168199800177167
2442,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2443,1,3,1,RPSLHE,0.3464965156501962
2444,1,4,1,Baden-Württemberg,0.5412145164533009
2446,1,3,1,THSTSN,0.2339147486365962
2447,1,4,0,RPSLHE,2.4670497589644014
2448,1,3,1,Bayern,0.25327032544608247
2449,1,1,0,THSTSN,1.1522766131451354
2452,1,4,1,HBHHSHNS,0.39610843373716254
2453,1,4,1,Nordrhein-Westfalen,0.490729535866323
2456,1,4,1,RPSLHE,0.4736896754069664
2457,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2458,2,1,0,RPSLHE,2.2142876941539016
2460,1,1,0,MVBB,1.255963475830347
2461,1,4,1,Bayern,0.22421157024559785
2464,1,4,1,RPSLHE,0.4736896754069664
2466,1,4,0,Nordrhein-Westfalen,2.2048953206354
2467,1,1,1,Bayern,0.21229423648516815
2468,1,1,1,HBHHSHNS,0.23543800530456288
2470,2,5,1,Nordrhein-Westfalen,1.4447156417457505
2471,2,4,1,Bayern,0.24423376662118426
2472,1,1,0,Baden-Württemberg,1.430437910663729
2475,1,4,1,Berlin,0.1821297064423889
2476,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2477,1,1,1,THSTSN,0.1746858452453663
2478,1,3,0,Bayern,1.3243987511555828
2479,1,4,0,HBHHSHNS,1.6404551592704457
2480,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2481,2,4,0,Bayern,1.5385500457963115
2483,1,3,0,Bayern,1.3243987511555828
2484,2,4,1,Nordrhein-Westfalen,0.6274993277383306
2485,1,4,1,MVBB,0.41333231763074496
2487,1,1,1,Baden-Württemberg,0.303950998023234
2489,2,4,1,HBHHSHNS,0.59335422642501
2490,1,4,1,RPSLHE,0.4736896754069664
2491,1,4,1,Berlin,0.1821297064423889
2492,1,4,1,Bayern,0.22421157024559785
2493,2,3,1,THSTSN,0.33486992540637
2494,1,1,1,THSTSN,0.1746858452453663
2496,1,3,1,Bayern,0.25327032544608247
2497,1,4,1,HBHHSHNS,0.39610843373716254
2498,1,1,0,Baden-Württemberg,1.430437910663729
2499,1,4,0,HBHHSHNS,1.6404551592704457
2500,1,3,1,Baden-Württemberg,0.3311586714904999
2501,1,1,1,HBHHSHNS,0.23543800530456288
2502,1,3,0,Berlin,0.9179651102048781
2505,1,4,1,HBHHSHNS,0.39610843373716254
2506,1,1,0,Berlin,0.8596856744110565
2507,1,1,0,Bayern,0.7630428683993563
2508,1,4,1,Baden-Württemberg,0.5412145164533009
2509,1,4,1,Baden-Württemberg,0.5412145164533009
2510,1,1,1,RPSLHE,0.3191260325522322
2513,1,3,1,Baden-Württemberg,0.3311586714904999
2515,2,5,0,HBHHSHNS,11.331676171007448
2516,2,1,1,Bayern,0.4035281215104976
2517,1,3,1,Bayern,0.25327032544608247
2518,1,3,0,Baden-Württemberg,1.6626195702740991
2519,1,1,0,Berlin,0.8596856744110565
2520,2,4,1,Bayern,0.24423376662118426
2522,2,1,0,RPSLHE,2.2142876941539016
2523,1,3,1,Bayern,0.25327032544608247
2524,1,3,1,Bayern,0.25327032544608247
2525,1,1,1,Baden-Württemberg,0.303950998023234
2526,1,3,0,Bayern,1.3243987511555828
2527,1,1,1,Baden-Württemberg,0.303950998023234
2529,1,1,0,Berlin,0.8596856744110565
2530,1,4,1,RPSLHE,0.4736896754069664
2531,1,4,1,Berlin,0.1821297064423889
2533,1,4,1,Nordrhein-Westfalen,0.490729535866323
2534,2,4,1,Baden-Württemberg,0.5812453928287536
2535,1,1,0,Nordrhein-Westfalen,1.455456871139073
2536,1,1,0,Baden-Württemberg,1.430437910663729
2537,1,1,1,HBHHSHNS,0.23543800530456288
2540,1,1,1,Nordrhein-Westfalen,0.2771594920820162
2542,2,4,0,Bayern,1.5385500457963115
2543,1,4,1,Nordrhein-Westfalen,0.490729535866323
2544,1,1,0,THSTSN,1.1522766131451354
2545,1,3,0,Bayern,1.3243987511555828
2546,2,4,1,HBHHSHNS,0.59335422642501
2549,1,3,1,Nordrhein-Westfalen,0.27940924444387544
2551,2,4,1,Bayern,0.24423376662118426
2553,2,1,1,RPSLHE,0.6911030844845735
2556,1,4,0,Nordrhein-Westfalen,2.2048953206354
2557,1,1,1,HBHHSHNS,0.23543800530456288
2559,1,4,1,MVBB,0.41333231763074496
2562,1,4,1,Bayern,0.22421157024559785
2564,1,3,0,Bayern,1.3243987511555828
2565,1,4,0,HBHHSHNS,1.6404551592704457
2567,1,4,1,HBHHSHNS,0.39610843373716254
2568,1,3,1,Bayern,0.25327032544608247
2570,1,4,0,Nordrhein-Westfalen,2.2048953206354
2572,1,3,1,Berlin,0.16318181073267798
